ItemNum,SubItemNum,ItemStartDate,ItemEndDate,Category,Group,SubGroup,SubHeading,ItemType,FeeType,ProviderType,NewItem,ItemChange,AnaesChange,DescriptorChange,FeeChange,EMSNChange,EMSNCap,BenefitType,BenefitStartDate,FeeStartDate,ScheduleFee,Benefit100,BasicUnits,EMSNStartDate,EMSNEndDate,EMSNFixedCapAmount,EMSNMaximumCap,EMSNPercentageCap,EMSNDescription,EMSNChangeDate,DescriptionStartDate,Description,QFEStartDate,QFEEndDate,DerivedFeeStartDate,DerivedFee,Benefit75,Benefit85,Anaes
792,,01.07.2018,,1,A7,11,,S,N,,N,Y,N,Y,Y,N,P,E,01.07.2018,01.07.2025,71.50,71.50,,01.07.2018,,,500.00,300.00,,,01.07.2025,"Professional attendance at consulting rooms by a prescribed medical practitioner, registered with the Chief Executive Medicare as meeting the credentialling requirements for provision of this service, lasting at least 20 minutes, for the purpose of providing non-directive pregnancy support counselling to a person who:(a) is currently pregnant; or(b) has been pregnant in the 12 months preceding the provision of the first service to which this item, or item 4001, 81000, 81005, 81010, 92136, 92137, 92138, 92139, 93026 or 93029, applies in relation to that pregnancy Note: For items 81000, 81005 and 81010, see the determination about allied health services under subsection 3C(1) of the Act. For items 92136, 92137, 92138, 92139, 93026 and 93029, see the Telehealth Attendance Determination",,,,,,,
820,,01.05.2002,,1,A15,2,,S,N,,N,Y,N,N,Y,N,P,C,01.05.2002,01.07.2025,164.65,,,01.11.2012,,,500.00,300.00,,,01.11.2019,"Attendance by a consultant physician in the practice of the consultant physician's specialty, as a member of a case conference team, to organise and coordinate a community case conference of at least 15 minutes but less than 30 minutes, with a multidisciplinary team of at least 3 other formal care providers of different disciplines",,,,,123.50,140.00,
822,,01.05.2002,,1,A15,2,,S,N,,N,Y,N,N,Y,N,P,C,01.05.2002,01.07.2025,247.15,,,01.11.2012,,,500.00,300.00,,,01.11.2019,"Attendance by a consultant physician in the practice of the consultant physician's specialty, as a member of a case conference team, to organise and coordinate a community case conference of at least 30 minutes but less than 45 minutes, with a multidisciplinary team of at least 3 other formal care providers of different disciplines",,,,,185.40,210.10,
823,,01.05.2002,,1,A15,2,,S,N,,N,Y,N,N,Y,N,P,C,01.05.2002,01.07.2025,329.25,,,01.11.2012,,,500.00,300.00,,,01.11.2019,"Attendance by a consultant physician in the practice of the consultant physician's specialty, as a member of a case conference team, to organise and coordinate a community case conference of at least 45 minutes, with a multidisciplinary team of at least 3 other formal care providers of different disciplines",,,,,246.95,279.90,
825,,01.05.2002,,1,A15,2,,S,N,,N,Y,N,N,Y,N,P,C,01.05.2002,01.07.2025,118.25,,,01.11.2012,,,500.00,300.00,,,01.11.2019,"Attendance by a consultant physician in the practice of the consultant physician's specialty, as a member of a multidisciplinary case conference team of at least 2 other formal care providers of different disciplines, to participate in a community case conference (other than to organise and coordinate the conference) of at least 15 minutes but less than 30 minutes, with the multidisciplinary case conference team",,,,,88.70,100.55,
826,,01.05.2002,,1,A15,2,,S,N,,N,Y,N,N,Y,N,P,C,01.05.2002,01.07.2025,188.65,,,01.11.2012,,,500.00,300.00,,,01.11.2019,"Attendance by a consultant physician in the practice of the consultant physician's specialty, as a member of a multidisciplinary case conference team of at least 2 other formal care providers of different disciplines, to participate in a community case conference (other than to organise and coordinate the conference) of at least 30 minutes but less than 45 minutes, with the multidisciplinary case conference team",,,,,141.50,160.40,
828,,01.05.2002,,1,A15,2,,S,N,,N,Y,N,N,Y,N,P,C,01.05.2002,01.07.2025,259.00,,,01.11.2012,,,500.00,300.00,,,01.11.2019,"Attendance by a consultant physician in the practice of the consultant physician's specialty, as a member of a multidisciplinary case conference team of at least 2 other formal care providers of different disciplines, to participate in a community case conference (other than to organise and coordinate the conference) of at least 45 minutes, with the multidisciplinary case conference team",,,,,194.25,220.15,
830,,01.05.2002,,1,A15,2,,S,N,,N,Y,N,N,Y,N,P,C,01.05.2002,01.07.2025,164.65,,,01.11.2012,,,500.00,300.00,,,01.11.2019,"Attendance by a consultant physician in the practice of the consultant physician's specialty, as a member of a case conference team, to organise and coordinate a discharge case conference of at least 15 minutes but less than 30 minutes, with a multidisciplinary team of at least 3 other formal care providers of different disciplines",,,,,123.50,140.00,
832,,01.05.2002,,1,A15,2,,S,N,,N,Y,N,N,Y,N,P,C,01.05.2002,01.07.2025,247.15,,,01.11.2012,,,500.00,300.00,,,01.11.2019,"Attendance by a consultant physician in the practice of the consultant physician's specialty, as a member of a case conference team, to organise and coordinate a discharge case conference of at least 30 minutes but less than 45 minutes, with a multidisciplinary team of at least 3 other formal care providers of different disciplines",,,,,185.40,210.10,
834,,01.05.2002,,1,A15,2,,S,N,,N,Y,N,N,Y,N,P,C,01.05.2002,01.07.2025,329.25,,,01.11.2012,,,500.00,300.00,,,01.11.2019,"Attendance by a consultant physician in the practice of the consultant physician's specialty, as a member of a case conference team, to organise and coordinate a discharge case conference of at least 45 minutes, with a multidisciplinary team of at least 3 other formal care providers of different disciplines",,,,,246.95,279.90,
835,,01.05.2002,,1,A15,2,,S,N,,N,Y,N,N,Y,N,P,C,01.05.2002,01.07.2025,118.25,,,01.11.2012,,,500.00,300.00,,,01.11.2019,"Attendance by a consultant physician in the practice of the consultant physician's specialty, as a member of a case conference team, to participate in a discharge case conference (other than to organise and coordinate the conference) of at least 15 minutes but less than 30 minutes, with a multidisciplinary team of at least 2 other formal care providers of different disciplines",,,,,88.70,100.55,
837,,01.05.2002,,1,A15,2,,S,N,,N,Y,N,N,Y,N,P,C,01.05.2002,01.07.2025,188.65,,,01.11.2012,,,500.00,300.00,,,01.11.2019,"Attendance by a consultant physician in the practice of the consultant physician's specialty, as a member of a case conference team, to participate in a discharge case conference (other than to organise and coordinate the conference) of at least 30 minutes but less than 45 minutes, with a multidisciplinary team of at least 2 other formal care providers of different disciplines",,,,,141.50,160.40,
838,,01.05.2002,,1,A15,2,,S,N,,N,Y,N,N,Y,N,P,C,01.05.2002,01.07.2025,259.00,,,01.11.2012,,,500.00,300.00,,,01.11.2019,"Attendance by a consultant physician in the practice of the consultant physician's specialty, as a member of a case conference team, to participate in a discharge case conference (other than to organise and coordinate the conference) of at least 45 minutes, with a multidisciplinary team of at least 2 other formal care providers of different disciplines",,,,,194.25,220.15,
855,,01.11.2002,,1,A15,2,,S,N,,N,Y,N,N,Y,N,P,C,01.11.2002,01.07.2025,164.65,,,01.11.2012,,,500.00,300.00,,,01.11.2019,"Attendance by a consultant physician in the practice of the consultant physician's specialty of psychiatry, as a member of a multidisciplinary case conference team of at least 2 other formal care providers of different disciplines, to organise and coordinate a community case conference of at least 15 minutes but less than 30 minutes, with the multidisciplinary case conference team",,,,,123.50,140.00,
857,,01.11.2002,,1,A15,2,,S,N,,N,Y,N,N,Y,N,P,C,01.11.2002,01.07.2025,247.15,,,01.11.2012,,,500.00,300.00,,,01.11.2019,"Attendance by a consultant physician in the practice of the consultant physician's specialty of psychiatry, as a member of a multidisciplinary case conference team of at least 2 other formal care providers of different disciplines, to organise and coordinate a community case conference of at least 30 minutes but less than 45 minutes, with the multidisciplinary case conference team",,,,,185.40,210.10,
858,,01.11.2002,,1,A15,2,,S,N,,N,Y,N,N,Y,N,P,C,01.11.2002,01.07.2025,329.25,,,01.11.2012,,,500.00,300.00,,,01.11.2019,"Attendance by a consultant physician in the practice of the consultant physician's specialty of psychiatry, as a member of a multidisciplinary case conference team of at least 2 other formal care providers of different disciplines, to organise and coordinate a community case conference of at least 45 minutes, with the multidisciplinary case conference team",,,,,246.95,279.90,
861,,01.11.2002,,1,A15,2,,S,N,,N,Y,N,N,Y,N,P,C,01.11.2002,01.07.2025,164.65,,,01.11.2012,,,500.00,300.00,,,01.11.2019,"Attendance by a consultant physician in the practice of the consultant physician's specialty of psychiatry, as a member of a case conference team, to organise and coordinate a discharge case conference of at least 15 minutes but less than 30 minutes, with a multidisciplinary team of at least 2 other formal care providers of different disciplines",,,,,123.50,140.00,
864,,01.11.2002,,1,A15,2,,S,N,,N,Y,N,N,Y,N,P,C,01.11.2002,01.07.2025,247.15,,,01.11.2012,,,500.00,300.00,,,01.11.2019,"Attendance by a consultant physician in the practice of the consultant physician's specialty of psychiatry, as a member of a case conference team, to organise and coordinate a discharge case conference of at least 30 minutes but less than 45 minutes, with a multidisciplinary team of at least 2 other formal care providers of different disciplines",,,,,185.40,210.10,
866,,01.11.2002,,1,A15,2,,S,N,,N,Y,N,N,Y,N,P,C,01.11.2002,01.07.2025,329.25,,,01.11.2012,,,500.00,300.00,,,01.11.2019,"Attendance by a consultant physician in the practice of the consultant physician's specialty of psychiatry, as a member of a case conference team, to organise and coordinate a discharge case conference of at least 45 minutes, with a multidisciplinary team of at least 2 other formal care providers of different disciplines",,,,,246.95,279.90,
871,,01.11.2006,,1,A15,2,,S,N,,N,Y,N,N,Y,N,P,C,01.11.2006,01.07.2025,95.10,,,01.11.2012,,,500.00,300.00,,,01.07.2018,"Attendance by a general practitioner, specialist or consultant physician as a member of a case conference team, to lead and coordinate a multidisciplinary case conference on a patient with cancer to develop a multidisciplinary treatment plan, if the case conference is of at least 10 minutes, with a multidisciplinary team of at least 3 other medical practitioners from different areas of medical practice (which may include general practice), and, in addition, allied health providers",,,,,71.35,80.85,
872,,01.11.2006,,1,A15,2,,S,N,,N,Y,N,N,Y,N,P,C,01.11.2006,01.07.2025,44.30,,,01.11.2012,,,500.00,300.00,,,01.07.2018,"Attendance by a general practitioner, specialist or consultant physician as a member of a case conference team, to participate in a multidisciplinary case conference on a patient with cancer to develop a multidisciplinary treatment plan, if the case conference is of at least 10 minutes, with a multidisciplinary team of at least 4 medical practitioners from different areas of medical practice (which may include general practice), and, in addition, allied health providers",,,,,33.25,37.70,
